id,member_id,loan_amnt,funded_amnt,term,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,zip_code,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,effective_int_rate,application_type,disbursement_method,annual_inc_joint,dti_joint,verified_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mtg_payment,housing_payment,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog
"154351335","189972366","14000.0","11550.0","36","7.56","2.16","0.86","435.88","A","A3","Media Operations Associate","2 years","RENT","43000.0","Not Verified","07-07-2019 07:40:49","08-06-2019 10:00:00","07-07-2019 10:00:00","06-27-2019 13:12:12","07-07-2019 07:44:25","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154351335"," ","Debt consolidation","Debt consolidation","104xx","NY","","0","2","16430","0.0","37.0","14.6","0","0.0","04-26-2010 17:00:00","740","744","1"," "," ","6"," ","21","0","12","0","13538","11242.0","26.8","26100","14","8000","13"," ","f","","0","0","0","0","0","null","12","1","6","50000","13538","1128","5","5","5","100","0","0","0","1","36","8","110","6","42000","8","11","0","7.55","INDIVIDUAL","CASH"," "," "," ","1","1","0","0","36","2296.0","28.7","1","2","3010.0","27.1","0","0","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154505949","190301577","15000.0","11775.0","36","14.30","7.92","1.22","514.86","C","C1","Coordinating Manager","10+ years","OWN","70000.0","Not Verified","07-06-2019 05:57:35","08-05-2019 10:00:00","07-06-2019 10:00:00","06-30-2019 17:58:57","07-06-2019 06:04:12","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154505949"," ","Debt consolidation","Debt consolidation","113xx","NY","","0","9","13751","60.0","65.0","29.38","0","0.0","01-31-1996 16:00:00","665","669","1","53"," ","4","53","8","1","25","0","41350","35723.0","49.0","39300","30","28631","27"," ","f","","0","1","0","0","0","53","25","2","6","153531","64385","2575","11","10","10","96","0","0","0","2","207","17","119","6","72900","17","22","0","14.00","INDIVIDUAL","CASH"," "," "," ","1","2","0","1","21","5627.0","19.7","2","8","4637.0","40.7","0","0","2","362.83"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154913623","191349146","6300.0","2975.0","36","8.19","2.16","0.86","197.98","A","A4","","< 1 year","MORTGAGE","300000.0","Not Verified","07-08-2019 09:46:08","08-07-2019 14:00:00","07-08-2019 14:00:00","07-08-2019 09:39:04","07-08-2019 09:52:15","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154913623"," ","Home improvement","Home improvement","463xx","IN","","0","2","10310","0.0","1.8","5.09","0","0.0","10-07-1985 17:00:00","705","709","0"," ","76","16"," ","167","1","5","1","54077","4031.0","25.4","10500","12","64815","7"," ","f","","1","0","0","0","0","null","5","0","13","380715","395027","79005","2","1","1","100","0","0","0","4","32","2","405","13","15900","2","2","0","8.18","INDIVIDUAL","CASH"," "," "," ","0","2","0","1","16","50046.0","71.5","0","1","190.0","52.1","0","0","0","4637.5"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154822462","191208495","11000.0","7600.0","36","6.46","2.16","0.86","336.94","A","A1","Visual merchandiser ","2 years","RENT","70000.0","Source Verified","07-06-2019 09:55:12","08-06-2019 14:00:00","07-07-2019 14:00:00","07-06-2019 09:39:19","07-07-2019 09:52:59","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154822462"," ","Credit card refinancing","Credit card refinancing","891xx","NV","","0","1","2046","66.7","84.3","10.29","0","0.0","03-05-2015 16:00:00","685","689","0"," "," ","18"," ","40","0","4","0","15904","10954.0","84.3","13000","5","9900","3"," ","f","","0","0","0","0","0","null","4","0","18","22900","15904","3976","3","3","3","100","0","0","0","2","42","3","52","40","13000","3","3","0","6.45","INDIVIDUAL","DIRECT_PAY"," "," "," ","0","1","0","1","18","4950.0","50.0","0","0","5208.0","69.4","0","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154740258","191027053","17000.0","13525.0","36","11.02","5.14","1.03","556.72","B","B2","inspection supervisor","10+ years","MORTGAGE","94404.0","Not Verified","07-06-2019 18:48:34","08-06-2019 06:00:00","07-07-2019 06:00:00","07-04-2019 09:53:57","07-06-2019 18:50:09","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154740258"," ","Debt consolidation","Debt consolidation","923xx","CA","","0","1","11560","90.0","84.0","27.74","0","0.0","12-03-2000 16:00:00","670","674","1"," "," ","2"," ","38","8","17","0","107915","64691.0","82.8","72100","25","42150","13"," ","f","","0","0","0","0","0","null","17","1","2","508550","443932","26114","10","10","10","100","0","0","0","4","66","12","223","2","78100","12","13","0","10.91","INDIVIDUAL","CASH"," "," "," ","1","2","0","0","25","43224.0","102.5","1","1","11122.0","89.7","1","0","2","2527.67"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154186737","189705719","15000.0","10075.0","36","8.19","2.16","0.86","471.37","A","A4","Manager","5 years","RENT","106000.0","Not Verified","07-07-2019 17:55:47","08-07-2019 06:00:00","07-08-2019 06:00:00","06-25-2019 08:25:11","07-07-2019 17:58:08","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154186737"," ","Debt consolidation","Debt consolidation","551xx","MN","","0","8","57619","0.0","20.4","15.74","0","0.0","03-24-2010 17:00:00","720","724","0","36"," ","14","42","11","0","16","0","37859","14951.0","20.1","72400","29","38278","23"," ","f","","0","1","0","0","0","42","16","4","11","112778","37859","2366","16","6","11","93","0","0","0","6","105","8","111","11","74500","8","14","0","8.18","INDIVIDUAL","CASH"," "," "," ","0","2","0","2","18","22908.0","59.8","4","6","6294.0","33.6","1","1","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153111487","188228216","10000.0","3800.0","36","17.74","7.92","1.22","360.23","C","C5","Banquet server","10+ years","MORTGAGE","75000.0","Source Verified","07-05-2019 08:50:26","08-07-2019 10:00:00","07-08-2019 10:00:00","06-06-2019 13:39:01","07-08-2019 06:01:44","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153111487"," ","Home improvement","Home improvement","021xx","MA","","0","14","11727","0.0","20.8","11.18","0","0.0","06-05-2003 17:00:00","665","669","2","25"," ","1"," ","1","4","14","0","22866","4586.0","19.6","14800","26","21825","12"," ","f","","0","1","0","1","0","61","14","6","1","316225","293533","20967","7","5","7","95","0","0","0","10","138","7","59","1","23400","7","12","318","17.44","INDIVIDUAL","CASH"," "," "," ","3","1","1","6","12","18280.0","83.8","4","7","1009.0","50.6","4","1","6","1788.13"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153845374","189321634","15000.0","8450.0","36","10.33","5.14","1.03","486.34","B","B1","Production Manager ","5 years","RENT","60000.0","Source Verified","07-06-2019 15:14:03","08-06-2019 14:00:00","07-07-2019 14:00:00","06-19-2019 07:35:45","07-07-2019 09:54:11","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153845374"," ","Credit card refinancing","Credit card refinancing","770xx","TX","","0","8","47093","0.0","5.2","16.74","0","0.0","04-18-2006 17:00:00","680","684","1","63"," ","2","73","2","0","17","0","24410","2607.0","4.9","49700","30","39501","20","75","f","","0","5","0","0","0","63","17","5","2","92201","24410","1436","15","6","12","86","0","0","0","10","118","6","158","2","52700","6","14","1356","10.22","INDIVIDUAL","CASH"," "," "," ","4","3","0","0","32","21803.0","55.2","5","8","1412.0","26.5","0","1","2","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154882668","191311871","13275.0","6625.0","36","13.08","5.14","1.03","447.8","B","B5","Sales","8 years","RENT","50000.0","Not Verified","07-07-2019 18:16:20","08-07-2019 06:00:00","07-08-2019 06:00:00","07-07-2019 18:14:33","07-07-2019 18:17:21","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154882668"," ","Debt consolidation","Debt consolidation","928xx","CA","","0","4","14540","12.5","25.4","6.6","0","0.0","12-07-2007 16:00:00","710","714","0","28"," ","14","28","2","0","20","0","6165","6165.0","18.3","19500","26","0","25"," ","f","","0","0","0","0","0","null","20","2","2","33600","6165","308","9","2","8","96","0","0","0","1","14","4","139","2","33600","4","20","0","12.97","INDIVIDUAL","CASH"," "," "," ","2","0","0","1","14","0.0"," ","2","3","4079.0","18.3","1","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154721987","190957666","19125.0","11950.0","36","15.24","7.92","1.22","665.23","C","C2","Officer","10+ years","MORTGAGE","124000.0","Source Verified","07-07-2019 13:51:17","08-06-2019 18:00:00","07-07-2019 18:00:00","07-04-2019 04:59:09","07-07-2019 13:59:23","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154721987"," ","Debt consolidation","Debt consolidation","210xx","MD","","0","13","1735","50.0","88.1","29.48","0","0.0","06-03-2006 17:00:00","670","674","0"," "," ","17"," ","4","1","13","0","142715","32569.0","91.7","14600","33","122160","4"," ","f","","0","0","0","0","0","null","13","7","2","589294","563367","43336","2","2","2","100","0","0","0","27","157","4","151","4","35500","4","4","0","14.94","INDIVIDUAL","CASH"," "," "," ","3","7","6","10","2","107548.0","78.9","1","1","10584.0","83.5","1","24","0","2467.6"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154821087","191219089","16800.0","9525.0","60","11.02","5.48","0.75","365.45","B","B2","teacher","< 1 year","OWN","65000.0","Not Verified","07-06-2019 18:52:01","08-06-2019 06:00:00","07-07-2019 06:00:00","07-06-2019 11:31:22","07-06-2019 18:53:49","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154821087"," ","Home buying","Home buying","993xx","WA","","0","4","77689","0.0","1.3","2.44","0","0.0","04-05-2007 17:00:00","770","774","0"," "," ","14"," ","28","2","16","0","28014","1011.0","1.2","78700","38","20010","19"," ","f","","0","0","0","0","0","null","16","2","6","241510","163503","10219","11","4","9","100","0","0","0","17","133","4","147","28","84700","4","10","0","10.91","INDIVIDUAL","CASH"," "," "," ","1","5","1","3","6","27003.0","134.9","0","0","730.0","26.8","0","12","0","934.92"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154750643","191057364","15000.0","7450.0","36","17.74","7.92","1.22","540.34","C","C5","Nurse","5 years","RENT","49000.0","Verified","07-05-2019 11:23:11","08-07-2019 14:00:00","07-08-2019 14:00:00","07-04-2019 15:30:21","07-08-2019 09:52:49","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154750643"," ","Debt consolidation","Debt consolidation","333xx","FL","","0","1","6399","66.7","61.5","27.7","1","0.0","09-03-2005 17:00:00","680","684","0","13"," ","3","13","80","0","17","0","71726","22884.0","46.1","16600","29","52666","19"," ","f","","0","0","0","0","0","null","17","0","21","102266","71726","4219","4","3","3","96","0","0","0","10","130","9","166","78","49600","9","10","0","17.44","INDIVIDUAL","CASH"," "," "," ","0","7","0","1","21","48842.0","92.7","0","0","8233.0","70.1","0","3","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154770858","191107698","15500.0","7950.0","36","11.02","5.14","1.03","507.6","B","B2","","n/a","MORTGAGE","52000.0","Not Verified","07-05-2019 09:53:41","08-07-2019 10:00:00","07-08-2019 10:00:00","07-05-2019 09:30:14","07-08-2019 06:01:30","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154770858"," ","Home buying","Home buying","606xx","IL","","0","0"," "," "," ","13.57","1","0.0","10-04-1986 17:00:00","730","734","0","16"," "," ","16"," ","2","5","0","14706","3755.0","87.3","0","11","20000","4","16","f","","0","1","0","0","0","16","5","0","35","406300","360550","72110","1","0","0","90","1","0","0","5","121","1","393","35","4300","1","2","0","10.91","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","37","10951.0","54.8","0","0","0.0","60.5","0","3","0","2037.1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154609921","190595096","10000.0","2350.0","36","10.33","5.14","1.03","324.23","B","B1","","n/a","MORTGAGE","70000.0","Verified","07-05-2019 13:27:21","08-07-2019 10:00:00","07-08-2019 10:00:00","07-02-2019 09:31:11","07-08-2019 06:04:22","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154609921"," ","Major purchase","Major purchase","923xx","CA","","0","0","1724","100.0","91.5","23.14","1","0.0","07-01-2001 17:00:00","660","664","0","5","83"," ","5","58","2","7","1","27268","22724.0","77.6","20200","21","15000","16","5","f","","1","0","0","0","0","null","7","0","30","44300","27268","3895","7","2","2","94","0","0","0","3","156","5","216","38","29300","5","6","0","10.22","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","30","4544.0","30.3","0","0","11945.0","61.6","0","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154743368","191044992","12000.0","3675.0","60","16.12","7.28","0.86","292.59","C","C3","Supervisor","10+ years","RENT","52800.0","Not Verified","07-04-2019 12:21:28","08-03-2019 14:00:00","07-04-2019 14:00:00","07-04-2019 12:12:41","07-04-2019 12:22:47","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154743368"," ","Debt consolidation","Debt consolidation","370xx","TN","","0","5","6318","0.0","48.2","30.55","1","0.0","01-03-2003 16:00:00","695","699","2","5"," ","1"," ","89","1","11","0","76849","8589.0","35.1","12200","30","75982","10"," ","f","","0","0","0","0","0","null","11","2","2","100482","76849","6986","3","1","3","96","0","0","0","19","142","2","198","23","24500","2","6","156","15.88","INDIVIDUAL","CASH"," "," "," ","1","5","2","4","2","68260.0","74.4","0","1","5882.0","56.2","3","2","4","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154800641","191157691","20000.0","10550.0","60","16.12","7.28","0.86","487.64","C","C3","Insurance agent","4 years","MORTGAGE","65000.0","Source Verified","07-05-2019 19:37:45","08-07-2019 14:00:00","07-08-2019 14:00:00","07-05-2019 19:21:37","07-08-2019 09:55:43","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154800641"," ","Debt consolidation","Debt consolidation","295xx","SC","","0","2","1927","60.0","90.2","19.53","1","0.0","04-05-2007 17:00:00","665","669","0","16"," ","11","16","35","2","15","0","53191","21176.0","78.7","19600","31","44503","24","16","f","","0","0","0","0","0","null","15","2","10","236090","217171","18098","11","5","7","96","0","0","0","5","81","6","147","35","26900","6","12","0","15.88","INDIVIDUAL","CASH"," "," "," ","0","2","1","1","12","32015.0","71.9","0","0","8662.0","74.5","0","0","3","1435.96"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154769037","191114872","16800.0","6900.0","36","11.71","5.14","1.03","555.68","B","B3","","n/a","RENT","80000.0","Not Verified","07-05-2019 09:58:53","08-04-2019 14:00:00","07-05-2019 14:00:00","07-05-2019 09:52:36","07-05-2019 10:05:32","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154769037"," ","Debt consolidation","Debt consolidation","928xx","CA","","0","6","12997","0.0","17.7","3.75","1","0.0","04-04-1993 17:00:00","705","709","0","19"," ","12","19","6","0","13","0","6157","6157.0","25.5","15800","21","0","21","43","f","","0","1","0","0","0","43","13","6","6","24100","6157","513","9","5","7","90","0","0","0","0"," ","9","315","6","24100","9","13","0","11.60","JOINT","CASH","90000.0","9.39","Not Verified","1","0","0","0"," ","0.0"," ","6","6","1445.0","25.5","0","0","1","0"," ","17345","655","659","04-04-1993 17:00:00","1","0","25","30.6","0","47","0","0","43"
"154770768","191107603","40000.0","29650.0","60","11.02","5.48","0.75","870.1","B","B2","Project Manager","3 years","MORTGAGE","115000.0","Source Verified","07-07-2019 18:43:31","08-07-2019 06:00:00","07-08-2019 06:00:00","07-05-2019 09:14:50","07-07-2019 18:49:27","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154770768"," ","Debt consolidation","Debt consolidation","226xx","VA","","0","2","10731","33.3","50.3","16.45","0","0.0","06-04-2007 17:00:00","720","724","0"," "," ","5"," ","54","2","7","0","48777","19837.0","51.7","21600","11","51306","5"," ","f","","0","0","0","0","0","null","7","2","4","436679","395293","56470","3","3","3","100","0","0","0","3","65","4","145","34","38400","4","4","0","10.91","INDIVIDUAL","CASH"," "," "," ","2","2","0","0","33","28940.0","56.4","0","0","4938.0","54.4","0","1","3","2232.92"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154796212","191153067","22000.0","11400.0","36","13.08","5.14","1.03","742.12","B","B5","","6 years","RENT","42000.0","Not Verified","07-05-2019 19:24:50","08-05-2019 10:00:00","07-06-2019 10:00:00","07-05-2019 14:29:02","07-06-2019 07:41:07","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154796212"," ","Debt consolidation","Debt consolidation","362xx","AL","","0","3","13177","0.0","35.7","9.72","0","0.0","06-04-1992 17:00:00","715","719","0","40"," "," ","40","10","0","15","0","52224","7630.0","22.3","20500","32","36506","19","40","f","","0","7","0","0","0","49","15","2","10","70706","52224","3482","9","5","7","62","0","0","0","13","227","7","325","10","34200","7","14","0","12.97","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","33","44594.0"," ","2","3","5225.0","22.3","0","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154318108","189951998","16000.0","5225.0","60","13.08","5.48","0.75","364.71","B","B5","Letter carrier","10+ years","RENT","100000.0","Not Verified","07-07-2019 06:21:32","08-06-2019 10:00:00","07-07-2019 10:00:00","06-27-2019 06:31:54","07-07-2019 06:25:58","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154318108"," ","Debt consolidation","Debt consolidation","112xx","NY","","0","3","44714","71.4","47.4","27.37","0","0.0","03-26-2000 16:00:00","675","679","0"," "," ","15"," ","46","0","11","0","147207","134265.0","47.4","85000","20","17015","8"," ","f","","0","0","0","0","0","null","11","0","14","202015","147207","13382","7","6","7","100","0","0","0","12","231","7","220","46","185000","7","8","0","12.97","INDIVIDUAL","CASH"," "," "," ","0","3","0","3","14","12942.0","76.1","0","0","18583.0","52.2","2","2","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154855514","191252634","14875.0","3850.0","36","8.81","2.16","0.86","471.71","A","A5","Dock Specialist","3 years","RENT","29448.0","Source Verified","07-07-2019 07:16:11","08-06-2019 10:00:00","07-07-2019 10:00:00","07-07-2019 07:05:01","07-07-2019 07:28:32","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154855514"," ","Major purchase","Major purchase","481xx","MI","","0","1","3288","60.0","78.6","50.45","0","0.0","11-06-1994 16:00:00","725","729","0"," "," ","2"," ","48","0","7","0","27087","12112.0","78.6","15400","15","28134","7"," ","f","","0","0","0","0","0","null","7","1","2","43534","27087","3870","6","5","5","100","0","0","0","8","296","5","242","48","15400","5","5","0","8.80","JOINT","CASH","73082.0","24.84","Source Verified","1","2","1","1","2","14975.0","53.2","0","0","4934.0","62.2","1","1","2","0"," ","22075","685","689","11-06-1994 16:00:00","0","0","17","61.0","6","15","0","0"," "
"154899199","191328432","15000.0","3500.0","36","7.02","2.16","0.86","463.3","A","A2","Environmental Protection Specialist","10+ years","MORTGAGE","136000.0","Source Verified","07-08-2019 05:49:07","08-07-2019 10:00:00","07-08-2019 10:00:00","07-08-2019 05:48:06","07-08-2019 05:52:40","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154899199"," ","Credit card refinancing","Credit card refinancing","080xx","NJ","","0","1","52031","22.2","41.7","27.6","1","0.0","11-07-1994 16:00:00","725","729","2","15"," ","1"," ","34","2","19","0","109400","44995.0","41.9","89200","39","104760","23"," ","f","","0","0","0","0","0","null","19","1","2","618160","459528","24186","14","4","9","97","0","0","0","14","215","6","296","34","107400","6","15","0","7.01","INDIVIDUAL","CASH"," "," "," ","1","3","1","1","2","64405.0","27.3","0","0","22580.0","37.0","0","0","4","3210.73"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154821974","191272734","20000.0","8350.0","36","12.40","5.14","1.03","668.12","B","B4","Office Asst. II","5 years","MORTGAGE","63468.0","Verified","07-07-2019 11:47:52","08-06-2019 18:00:00","07-07-2019 18:00:00","07-07-2019 11:42:41","07-07-2019 13:53:11","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154821974"," ","Debt consolidation","Debt consolidation","922xx","CA","","0","3","221","100.0","98.2","21.95","0","0.0","07-06-2002 17:00:00","660","664","0","63","64","12","63","33","1","11","1","16858","14327.0","85.8","12300","30","45150","23","63","f","","1","0","0","0","0","null","11","1","5","61850","16858","1533","10","5","5","92","0","0","0","6","177","9","204","5","16700","9","10","0","12.29","JOINT","CASH","121708.0","15.27","Verified","1","1","0","0","76","2531.0"," ","1","3","4016.0","85.8","1","1","1","0"," ","24106","655","659","02-05-1988 16:00:00","0","1","14","60.0","0","32","0","0"," "
"154881858","191310097","15000.0","3325.0","36","15.24","7.92","1.22","521.75","C","C2","","n/a","OWN","75000.0","Not Verified","07-07-2019 19:23:41","08-07-2019 06:00:00","07-08-2019 06:00:00","07-07-2019 19:22:22","07-07-2019 19:29:42","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154881858"," ","Debt consolidation","Debt consolidation","321xx","FL","","0","2","765","100.0","93.3","9.68","1","0.0","08-07-1983 17:00:00","680","684","0","8"," ","17"," ","17","2","6","0","13419","13419.0","77.6","11500","14","0","12"," ","f","","0","1","0","0","0","66","6","0","16","77300","65282","10880","10","3","3","85","0","0","0","0"," ","5","431","16","17300","5","5","0","14.94","INDIVIDUAL","CASH"," "," "," ","0","0","0","0"," ","0.0"," ","0","2","4862.0","77.6","0","0","0","448.75"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153756588","189221394","21275.0","9175.0","60","13.08","5.48","0.75","484.95","B","B5","Production Manager ","10+ years","RENT","124000.0","Not Verified","07-06-2019 13:47:44","08-05-2019 18:00:00","07-06-2019 18:00:00","06-18-2019 06:07:31","07-06-2019 13:54:15","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153756588"," ","Debt consolidation","Debt consolidation","928xx","CA","","0","4","746","50.0","79.8","6.4","0","0.0","11-17-1996 16:00:00","665","669","0","31","52","18","31","29","0","9","1","20274","12294.0","54.2","3700","13","10000","12","31","f","","1","1","0","0","0","31","8","0","15","32700","20274","2896","5","2","2","92","0","0","0","1","18","5","271","15","22700","5","8","0","12.97","INDIVIDUAL","CASH"," "," "," ","0","1","0","1","18","7980.0","79.8","0","3","1832.0","62.0","1","1","0","0","2400"," "," "," "," "," "," "," "," "," "," "," "," "," "
"154845007","191253113","15000.0","1950.0","36","17.74","7.92","1.22","540.34","C","C5","","< 1 year","MORTGAGE","60000.0","Not Verified","07-07-2019 18:06:57","08-07-2019 06:00:00","07-08-2019 06:00:00","07-07-2019 01:03:49","07-07-2019 18:13:26","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154845007"," ","Debt consolidation","Debt consolidation","967xx","HI","","0","4","2200","0.0","0.0","36.18","4","0.0","10-06-2008 17:00:00","665","669","0","6","108","21","6","52","0","9","1","41849","3653.0","18.2","2200","11","55105","6","6","f","","1","0","0","1","0","null","9","1","5","75205","41849","4650","1","0","1","63","0","0","0","5","129","1","55","21","20100","1","5","971","17.44","INDIVIDUAL","CASH"," "," "," ","1","4","1","3","5","38196.0","69.3","0","1","0.0","55.6","1","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154709078","190884707","19000.0","4975.0","60","8.19","2.27","0.61","386.99","A","A4","Risk Manager","2 years","MORTGAGE","79000.0","Not Verified","07-03-2019 20:00:25","08-04-2019 06:00:00","07-05-2019 06:00:00","07-03-2019 18:22:57","07-05-2019 05:04:27","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154709078"," ","Debt consolidation","Debt consolidation","850xx","AZ","","0","5","8484","8.3","52.1","10.85","0","0.0","03-03-2012 16:00:00","685","689","1"," ","94","3"," ","5","2","21","1","19254","11418.0","38.8","17700","28","11471","21"," ","f","","1","0","0","0","0","null","21","4","5","253416","217455","10355","12","12","12","96","0","0","0","4","88","14","87","5","29400","14","18","0","8.22","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","1","0","0","33","7836.0","68.3","4","5","1953.0","45.5","0","0","4","1339.05"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154759877","191075689","22100.0","8050.0","60","16.95","7.28","0.86","548.65","C","C4","Director of Sales & Operations","6 years","MORTGAGE","125000.0","Not Verified","07-05-2019 05:51:55","08-04-2019 10:00:00","07-05-2019 10:00:00","07-05-2019 05:50:10","07-05-2019 05:55:29","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154759877"," ","Debt consolidation","Debt consolidation","370xx","TN","","0","14","58450","10.0","30.5","28.25","1","0.0","09-04-1998 17:00:00","715","719","1","21"," ","3","66","8","3","32","0","140999","25650.0","28.9","84100","42","125354","25"," ","f","","0","0","0","0","0","null","32","6","4","507426","432001","17280","15","4","14","92","0","0","0","14","112","4","250","5","88800","4","20","0","16.71","INDIVIDUAL","CASH"," "," "," ","2","9","3","4","4","115349.0","92.6","2","9","21873.0","60.5","3","0","6","1883.33"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154715036","190910618","20400.0","5025.0","36","20.00","12.63","1.49","758.14","D","D2","Operator","< 1 year","RENT","105000.0","Not Verified","07-04-2019 15:01:03","08-03-2019 18:00:00","07-04-2019 18:00:00","07-03-2019 18:55:52","07-04-2019 15:08:24","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=154715036"," ","Home buying","Home buying","841xx","UT","","0","1","5038","25.0","61.0","29.23","1","0.0","12-03-1997 16:00:00","660","664","0","11"," ","0","11","27","3","21","0","84716","45093.0","61.0","60450","41","54120","24","11","f","","0","0","0","0","0","null","19","0","18","139942","84716","4458","14","13","13","98","0","0"," ","13","126","16","259","27","73450","15","16","0","19.23","INDIVIDUAL","CASH"," "," "," ","0","2","0","1","18","37240.0","69.0","0","0","7918.0","61.0","0","2","3","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
